step,loss,abs_alpha,abs_grad_alpha,grad_theta_norm
1.0,3.9236319065093994,0.0009999994654208422,0.01643274538218975,0.0
2.0,4.075500011444092,0.0018148820381611586,0.14486634731292725,0.0021212234265949046
3.0,3.9045889377593994,0.002677652984857559,0.08241820335388184,0.0034199941045296375
4.0,4.0406494140625,0.0029640132561326027,0.10591325908899307,0.004541717034320574
5.0,4.194797515869141,0.0028560995124280453,0.13525183498859406,0.005876925413053131
6.0,4.044236183166504,0.002849743003025651,0.039726369082927704,0.0059081358213728275
7.0,4.1353888511657715,0.002886759117245674,0.020470036193728447,0.005362795290283558
8.0,4.017075538635254,0.002736903727054596,0.09504042565822601,0.006324096268541405
9.0,3.969797134399414,0.0025956130120903254,0.004425496328622103,0.004993564113104541
10.0,3.9731547832489014,0.0023417596239596605,0.07430755347013474,0.005308487439075632
11.0,4.2099456787109375,0.0019637495279312134,0.09823253005743027,0.0047655621855147105
12.0,4.319185733795166,0.0014899986563250422,0.09530909359455109,0.004107530581532511
13.0,3.792083501815796,0.001054542139172554,0.005314595997333527,0.0035429074026538587
14.0,4.232098579406738,0.0006015996914356947,0.03981245681643486,0.0019542956163448627
15.0,4.066888332366943,0.0004244094016030431,0.13600121438503265,0.001426913651573125
16.0,4.030223846435547,0.00023364814114756882,0.02090686559677124,0.0008871337104366628
17.0,4.068762302398682,7.408876263070852e-5,0.009152557700872421,0.0004616164885634661
18.0,3.994960069656372,6.370074697770178e-5,0.004787003621459007,0.00016392346051477452
19.0,4.072243690490723,0.0003199235943611711,0.09408942610025406,0.0001056344210140141
20.0,4.005861282348633,0.0006409725756384432,0.06414560973644257,0.0005096867327946083
21.0,4.072844505310059,0.0009258363279514015,0.004984129220247269,0.0012682931884139368
22.0,4.0802741050720215,0.001321778865531087,0.1049710065126419,0.002043758448083958
23.0,4.047863960266113,0.0017885584384202957,0.08305897563695908,0.0029623898649847992
24.0,4.085386753082275,0.002194680506363511,0.0133602824062109,0.0035164099782694623
25.0,4.088585376739502,0.002548707416281104,0.011107491329312325,0.004580348167067661
26.0,4.111644268035889,0.002828670432791114,0.029078872874379158,0.004633192954468408
27.0,4.121670246124268,0.003056158311665058,0.01884758472442627,0.005223017207319629
28.0,4.112871170043945,0.0031055533327162266,0.10649228096008301,0.005299940113041104
29.0,4.379472732543945,0.0031386662740260363,0.008327124640345573,0.006659645864250233
30.0,4.128395080566406,0.0033340835943818092,0.12061883509159088,0.006741089711041051
31.0,4.113575458526611,0.003410918405279517,0.07156582921743393,0.005820092827598381
32.0,4.12006950378418,0.0035542587283998728,0.053449489176273346,0.00785339541446742
33.0,4.091784954071045,0.0036998342256993055,0.01075139082968235,0.00673559672120307
34.0,3.9514129161834717,0.0038311881944537163,0.0008788667619228363,0.006442085197446351
35.0,3.956347703933716,0.0038298398721963167,0.08444441854953766,0.0076177772900682785
36.0,3.9654288291931152,0.003958110697567463,0.09321523457765579,0.007387294541258446
