step,loss,abs_alpha,abs_grad_alpha,grad_theta_norm
1.0,3.8907949924468994,0.000999999581836164,0.021778104826807976,0.0
2.0,4.096424102783203,0.0018449879717081785,0.12938319146633148,0.0021737921384158442
3.0,4.097113132476807,0.0021398209501057863,0.06627215445041656,0.004053229490893125
4.0,4.262545585632324,0.002703326055780053,0.12764590978622437,0.004424372668290486
5.0,3.8118691444396973,0.0028181278612464666,0.12154411524534225,0.005842200185917139
6.0,4.00444221496582,0.002820028690621257,0.04259033501148224,0.006820188994128745
7.0,4.170889854431152,0.002811282407492399,0.004789665341377258,0.006661270766601347
8.0,3.8404247760772705,0.002840491244569421,0.017386972904205322,0.005158910040076453
9.0,4.007322788238525,0.0028271351475268602,0.018788689747452736,0.00507343383961009
10.0,4.102809906005859,0.002528768964111805,0.1738516092300415,0.005857140472642572
11.0,4.128012657165527,0.002130773849785328,0.09021784365177155,0.00517278932107513
12.0,4.175337791442871,0.0016412872355431318,0.09945831447839737,0.004033523701017599
13.0,3.813847303390503,0.0010889917612075806,0.08719329535961151,0.0034034172070955136
14.0,4.108659744262695,0.0005118034314364195,0.06018267571926117,0.002163821134107966
15.0,3.9593276977539062,2.4375185603275895e-5,0.023419372737407684,0.001164991807894431
16.0,4.133383274078369,0.00046147435205057263,0.031982049345970154,5.116272531537642e-5
17.0,4.0953474044799805,0.0009694478358142078,0.05001889541745186,0.001010948263658433
18.0,4.0936479568481445,0.0016128274146467447,0.1877480447292328,0.002095666251587025
19.0,4.141855239868164,0.002142483601346612,0.04065693914890289,0.0029412735745775027
20.0,4.025618553161621,0.0027238556649535894,0.08856210857629776,0.003940384054217674
21.0,3.9569404125213623,0.003165432019159198,0.06425950676202774,0.005372535242258284
22.0,4.012447834014893,0.0034983381628990173,0.05216059461236,0.0059342951075954595
23.0,3.9972634315490723,0.0037910034880042076,0.008146624080836773,0.005778597457592741
24.0,3.9517695903778076,0.004032133147120476,0.01947786472737789,0.008569163907019707
